,Unnamed: 0,rev_page,page_title,date,same_day_revs,prev_day_revs,week_before_revs,month_before_revs,year_before_revs,week_after_revs,day_after_revs,day_after_2_revs,category,category_score,around,before,boost,same_day_views,prev_day_views,week_before_views,month_before_views,year_before_views,day_after_views,is_event,News Item,subcategory,-1,Culture,Geography,History_and_Society,STEM,category_score_upd,category_upd
608,609,292479,Anton_Makarenko,20220601,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,Geography,0.9814634323120116,300,277,1.083032490974729,66,137,457,1943,20833,124,0,-1,Regions,0,0,1,0,0,0.9988405108451843,Culture.Biography.Biography*
609,610,292547,Militaria,20220601,0.0,0.0,7.0,33.0,295.0,9.0,1.0,3.0,History_and_Society,1.0000100135803225,118,142,0.8309859154929577,17,46,206,779,9078,36,0,-1,Military_and_warfare,0,0,0,1,0,0.998803436756134,History_and_Society.Military_and_warfare
610,611,293790,Polityka_zagraniczna_Polski,20220601,0.0,4.0,9.0,25.0,74.0,4.0,3.0,1.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9951046109199524,Geography.Regions.Europe.Eastern_Europe
611,612,294688,Koszykówka_na_Letnich_Igrzyskach_Olimpijskich_2004,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Culture.Sports
612,613,296282,Mariah_Carey,20220601,0.0,0.0,0.0,5.0,19.0,6.0,3.0,3.0,Culture,0.951152205467224,34648,39624,0.8744195437108823,6531,13153,60933,204850,3915313,12951,0,-1,Media,0,1,0,0,0,0.979677677154541,Culture.Media.Media*
613,614,296781,Przedsiębiorstwo_Komunikacji_Miejskiej_Katowice,20220601,0.0,0.0,0.0,1.0,11.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9924327731132507,Geography.Regions.Europe.Eastern_Europe
614,615,297257,Buada,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,-1,-1.0,7,5,1.4,3,4,9,41,284,5,0,-1,-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Oceania
615,616,297361,Buada_Lagoon,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STEM,0.754925012588501,93,99,0.9393939393939394,25,53,169,483,6595,35,0,-1,STEM*,0,0,0,0,1,0.9973783493041992,Geography.Regions.Oceania
616,617,298537,Didier_Deschamps,20220601,0.0,0.0,2.0,2.0,15.0,1.0,1.0,0.0,Culture,0.998803436756134,9609,6003,1.6006996501749124,1866,3623,10605,29795,585508,3222,0,-1,Sports,0,1,0,0,0,0.9995371699333191,Culture.Sports
617,618,300088,John_Stewart_Bell,20220601,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,Culture,0.9955416321754456,734,806,0.9106699751861044,147,296,1275,4549,57149,260,0,-1,Biography,0,1,0,0,0,0.9958112239837646,STEM.Physics
618,619,302017,Therud,20220601,0.0,1.0,2.0,2.0,19.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
619,620,302038,(130)_Elektra,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,STEM,1.0000100135803225,-1,1,-1.0,-1,-1,2,6,160,-1,0,-1,STEM*,0,0,0,0,1,1.0000100135803223,STEM.STEM*
620,621,302962,Tramwaje_w_Grudziądzu,20220601,3.0,0.0,2.0,2.0,31.0,6.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9820237755775452,History_and_Society.Transportation
621,622,304144,Kordian_(dramat),20220601,0.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9886782765388489,Geography.Regions.Europe.Eastern_Europe
622,623,304337,North_American_F-86_Sabre,20220601,0.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,History_and_Society,0.9883227348327636,8043,7817,1.0289113470640912,1562,3167,12295,41568,476439,3056,0,-1,Military_and_warfare,0,0,0,1,0,0.9896818399429321,STEM.Engineering
623,624,305871,Tomasz_Kot_(aktor),20220601,0.0,0.0,0.0,0.0,17.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.839743971824646,Culture.Biography.Biography*
624,625,306198,Thomas_Jackson,20220601,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,-1,-1.0,32,37,0.8648648648648649,-1,3,50,273,3119,10,0,-1,-2,1,0,0,0,0,0.9814634323120117,History_and_Society.Military_and_warfare
625,626,306647,Kryza_łuski,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Technology
626,627,307860,Most_Poniatowskiego,20220601,0.0,0.0,0.0,1.0,14.0,2.0,2.0,0.0,Geography,0.9937201142311096,-1,1,-1.0,-1,-1,1,7,57,-1,0,-1,Regions,0,0,1,0,0,0.9973783493041992,Geography.Regions.Europe.Eastern_Europe
627,628,307909,Biblioteka_Załuskich,20220601,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,Geography,0.9954004287719728,4,1,4.0,1,1,3,24,215,2,0,-1,Regions,0,0,1,0,0,0.9985549449920654,Geography.Regions.Europe.Eastern_Europe
628,629,308000,Stadion_Poznań,20220601,0.0,0.0,0.0,2.0,18.0,2.0,1.0,0.0,Geography,0.9755869507789612,377,391,0.9641943734015346,74,155,609,2156,20108,132,0,-1,Regions,0,0,1,0,0,0.9124462008476257,Culture.Sports
629,630,308404,Stadion_Narodowy,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,Culture,0.8558611869812012,1405,1115,1.2600896860986548,398,629,1965,6382,73795,697,0,-1,Sports,0,1,0,0,0,0.9986850023269653,Culture.Sports
630,631,308916,(53311)_Deukalion,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
631,633,310528,Droga_krajowa_nr_73_(Polska),20220601,0.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9615437984466553,History_and_Society.Transportation
632,634,310804,Paraplegia,20220601,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,STEM,0.994098961353302,2590,3507,0.7385229540918163,455,1026,5271,16850,180508,923,0,-1,STEM*,0,0,0,0,1,0.7371681928634644,STEM.STEM*
633,635,311732,Rozlewnia,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.8519628047943115,Culture.Food_and_drink
634,636,311873,Scottie_Pippen,20220601,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,Culture,0.991162657737732,18425,18040,1.021341463414634,3978,7510,29540,119765,1615603,7559,0,-1,Sports,0,1,0,0,0,1.0000100135803223,Culture.Sports
635,637,313170,Trodos,20220601,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,Geography,0.9916942119598388,1,1,1.0,-1,-1,1,5,63,-1,0,-1,Regions,0,0,1,0,0,0.880807101726532,Geography.Geographical
636,638,313441,Nová_Včelnice,20220601,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,Geography,0.9994397163391112,22,18,1.2222222222222223,5,6,33,141,1412,9,0,-1,Regions,0,0,1,0,0,0.9978272914886475,Geography.Regions.Europe.Eastern_Europe
637,639,313663,Marc_Overmars,20220601,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,Culture,0.9994397163391112,2392,2907,0.8228414172686619,473,1033,4443,19856,323232,857,0,-1,Sports,0,1,0,0,0,0.9989112615585327,Culture.Sports
638,640,314594,Mistrzostwa_świata_w_judo,20220601,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9149109721183777,Culture.Sports
639,641,315810,Gaz_generatorowy,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9845854640007019,STEM.STEM*
640,642,316451,Bakersfield_(Kalifornia),20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9615437984466553,Geography.Regions.Americas.North_America
641,643,318108,Droga_krajowa_nr_14_(Polska),20220601,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9615437984466553,History_and_Society.Transportation
642,644,318737,Keygen,20220601,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,STEM,0.9988405108451844,763,770,0.990909090909091,167,318,1276,5313,73540,299,0,-1,Computing,0,0,0,0,1,0.9879562258720398,STEM.Computing
643,645,318911,1_Pułk_Piechoty_Legionów,20220601,1.0,0.0,0.0,3.0,111.0,2.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.8311530351638794,History_and_Society.Military_and_warfare
644,646,318955,GKS_Jastrzębie_(piłka_nożna),20220601,0.0,1.0,2.0,5.0,50.0,3.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9845854640007019,Culture.Sports
645,647,319203,Droga_krajowa_nr_79_(Polska),20220601,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.8670457601547241,Geography.Regions.Europe.Europe*
646,648,319631,Dimitri_Tiomkin,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Culture,0.9926641583442688,810,898,0.9020044543429844,172,352,1414,6324,75063,313,0,-1,Media,0,1,0,0,0,0.9963027834892273,Culture.Media.Media*
647,649,320043,Droga_krajowa_nr_17_(Polska),20220601,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9241518378257751,History_and_Society.Transportation
648,650,320184,Droga_krajowa_nr_19_(Polska),20220601,0.0,0.0,2.0,2.0,10.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.8872146010398865,History_and_Society.Transportation
649,651,320257,Mimosa,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,STEM,1.0000100135803225,1681,1700,0.9888235294117648,331,695,2706,10464,114767,651,0,-1,STEM*,0,0,0,0,1,1.0000100135803223,STEM.Space
650,652,320703,Droga_krajowa_nr_21_(Polska),20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9659096002578735,History_and_Society.Transportation
651,653,322821,Krzysztof_Czarnecki,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Geography,1.0000100135803225,16,14,1.1428571428571428,4,6,20,72,823,9,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Culture.Biography.Biography*
652,654,327550,Droga_krajowa_nr_51_(Polska),20220601,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9511522054672241,Geography.Regions.Europe.Eastern_Europe
653,655,328948,Tadeusz_Tomasiński,20220601,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Culture.Biography.Biography*
654,656,329164,Kolczatka_australijska,20220601,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
655,657,329703,Karol_de_Foucauld,20220601,0.0,0.0,1.0,13.0,16.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9974591135978699,Culture.Biography.Biography*
656,658,330896,Sławomir_Siezieniewski,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9855064153671265,Geography.Regions.Europe.Eastern_Europe
657,659,331159,Powerek38,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
658,660,332787,Brittany_Murphy,20220601,0.0,0.0,0.0,2.0,11.0,1.0,1.0,0.0,Culture,0.9481645226478576,43121,42102,1.024203125742245,12784,19303,68721,242511,3929432,20980,0,-1,Media,0,1,0,0,0,0.9996530413627625,Culture.Biography.Biography*
659,661,334665,Krzysztof_Zalewski_(piosenkarz),20220601,2.0,0.0,0.0,1.0,46.0,4.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9916942119598389,Culture.Media.Media*
660,662,335476,Zielona_Lewica_(Holandia),20220601,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9994742274284363,Geography.Regions.Europe.Western_Europe
661,663,336640,Saif_(gwiazda),20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.Space
662,664,336828,Wolf_359,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,STEM,0.9995657801628112,1079,1067,1.0112464854732897,208,420,1704,7072,85627,428,0,-1,STEM*,0,0,0,0,1,1.0000100135803223,STEM.Space
663,665,337207,Kompleksowe_budowle_na_terenach_przemysłowych,20220601,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
664,666,337834,Vox_FM,20220601,0.0,0.0,1.0,4.0,37.0,1.0,1.0,0.0,Geography,0.9615437984466552,9,4,2.25,4,5,11,30,279,5,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Eastern_Europe
665,667,337967,Droga_krajowa_nr_38_(Polska),20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.979677677154541,History_and_Society.Transportation
666,668,338086,Propozycje_do_Ilustracji_na_Medal,20220601,0.0,0.0,3.0,10.0,44.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
667,669,338087,Propozycje_do_Artykułów_na_Medal,20220601,1.0,0.0,1.0,9.0,210.0,5.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
668,670,338286,Droga_krajowa_nr_40_(Polska),20220601,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9496793746948242,History_and_Society.Transportation
669,671,338325,Droga_krajowa_nr_41_(Polska),20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9344051480293274,Geography.Regions.Europe.Europe*
670,672,339656,Gamma_Cassiopeiae,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,STEM,0.9996530413627625,247,270,0.9148148148148147,50,98,426,1804,19634,90,0,-1,STEM*,0,0,0,0,1,1.0000100135803223,STEM.Space
671,673,340233,Droga_krajowa_nr_63_(Polska),20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9362950325012207,Geography.Regions.Europe.Eastern_Europe
672,674,340490,Kronika_wielkopolska,20220601,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.982567548751831,Geography.Regions.Europe.Eastern_Europe
673,675,341626,Kąt_kursowy,20220601,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.994098961353302,History_and_Society.Transportation
674,676,341938,Droga_krajowa_nr_42_(Polska),20220601,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9511522054672241,History_and_Society.Transportation
675,677,342855,Puchar_Świata_w_skokach_narciarskich_2005/2006,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.8175845146179199,Culture.Sports
676,678,343393,Droga_krajowa_nr_43_(Polska),20220601,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9770326614379883,History_and_Society.Transportation
677,679,343535,Góry_Śnieżne_(Indonezja),20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9972090721130371,Geography.Regions.Asia.Southeast_Asia
678,680,344557,Przywilej_toruński,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
679,681,344932,Droga_krajowa_nr_47_(Polska),20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.960371196269989,History_and_Society.Transportation
680,682,345101,18_Pułk_Ułanów_Pomorskich,20220601,2.0,0.0,0.0,4.0,63.0,5.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.8596737384796143,Geography.Regions.Europe.Europe*
681,683,345567,C/2006_A1_(Pojmanski),20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,STEM.STEM*
682,684,345636,Toyota_Corolla,20220601,0.0,0.0,1.0,1.0,17.0,5.0,1.0,0.0,STEM,0.8634016513824463,14299,13554,1.0549653238896266,2801,5676,21973,83600,983196,5724,0,-1,STEM*,0,0,0,0,1,0.9615437984466553,STEM.Engineering
683,685,345888,Droga_krajowa_nr_77_(Polska),20220601,0.0,0.0,0.0,0.0,67.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9706977605819702,History_and_Society.Transportation
684,686,345907,Droga_krajowa_nr_48_(Polska),20220601,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9553291201591492,History_and_Society.Transportation
685,687,346143,Droga_krajowa_nr_49_(Polska),20220601,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9802908897399902,History_and_Society.Transportation
686,688,348713,Kawodrza_Górna,20220601,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Europe.Eastern_Europe
687,689,349016,Hrabstwo_King,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9958112239837646,Geography.Regions.Americas.North_America
688,690,349017,Hrabstwo_Kings,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.998977780342102,Geography.Regions.Americas.North_America
689,691,350050,Baniocha,20220601,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,Geography,0.9976133108139038,12,8,1.5,3,9,27,120,1058,4,0,-1,Regions,0,0,1,0,0,0.9995517134666443,Geography.Regions.Europe.Eastern_Europe
690,692,350175,Batyń,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Geography,1.0000100135803225,14,12,1.1666666666666667,7,8,26,58,572,8,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
691,693,350652,Biestrzyków,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,Geography,1.0000100135803225,5,5,1.0,2,4,10,38,393,2,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
692,694,351309,Brzeźno_Wielkie,20220601,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,Geography,0.9993433356285096,12,10,1.2,4,5,17,49,556,7,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Eastern_Europe
693,695,351481,Budy_Polskie,20220601,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Geography,0.991162657737732,9,6,1.5,3,5,11,38,396,6,0,-1,Regions,0,0,1,0,0,0.9980222582817078,Geography.Regions.Europe.Eastern_Europe
694,696,351570,Bukówek,20220601,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,Geography,1.0000100135803225,3,13,0.2307692307692307,-1,1,15,46,446,-1,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
695,697,352097,Tablica_ogłoszeń/Ogłoszenia,20220601,0.0,2.0,3.0,24.0,503.0,8.0,2.0,4.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,-1.0,-1
696,698,352265,Borzygniew_(województwo_dolnośląskie),20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
697,699,355000,Bednarka_(wieś),20220601,0.0,0.0,0.0,0.0,6.0,5.0,3.0,2.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
698,700,357186,Grębień,20220601,1.0,0.0,2.0,2.0,6.0,3.0,2.0,0.0,Geography,1.0000100135803225,8,11,0.7272727272727273,1,1,14,56,678,4,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Eastern_Europe
699,701,357429,Gradki,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,Geography,1.0000100135803225,10,11,0.9090909090909092,5,9,23,57,796,5,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
700,702,358423,Hyżne,20220601,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,Geography,1.0000100135803225,11,19,0.5789473684210527,1,4,25,87,1021,4,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
701,703,358439,Hnatkowice,20220601,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,Geography,1.0000100135803225,11,5,2.2,3,8,14,43,372,4,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
702,704,359924,Kraplewo,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,Geography,0.994098961353302,5,4,1.25,1,2,7,38,400,2,0,-1,Regions,0,0,1,0,0,0.998309314250946,Geography.Regions.Europe.Eastern_Europe
703,705,360754,Klub_Winx,20220601,0.0,0.0,0.0,0.0,32.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9924327731132507,Culture.Media.Media*
704,706,364660,Łoś_(wieś_w_województwie_mazowieckim),20220601,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
705,707,365008,Jabłko,20220601,0.0,0.0,4.0,4.0,21.0,3.0,2.0,1.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.6584275364875793,STEM.STEM*
706,708,369068,Trefl_Sopot,20220601,0.0,0.0,0.0,3.0,8.0,4.0,1.0,0.0,Culture,0.9916942119598388,95,137,0.6934306569343066,16,38,194,656,10177,41,0,-1,Sports,0,1,0,0,0,0.8933194279670715,Culture.Sports
707,709,371250,Mikroskop_polowy,20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9921941161155701,STEM.STEM*
708,710,372692,Pęclin,20220601,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Geography,1.0000100135803225,5,11,0.4545454545454545,1,3,15,57,819,2,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
709,711,372933,PKP_Szybka_Kolej_Miejska_w_Trójmieście,20220601,0.0,0.0,0.0,1.0,20.0,1.0,1.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-2,1,0,0,0,0,0.9450047016143799,Geography.Regions.Europe.Eastern_Europe
710,712,373777,Posada_Górna,20220601,0.0,0.0,0.0,0.0,7.0,4.0,4.0,0.0,Geography,1.0000100135803225,15,8,1.875,2,7,16,53,502,4,0,-1,Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Europe.Europe*
